iter	MultiClass
914	0.05741759856
915	0.05731158983
916	0.05726361266
917	0.05710074299
918	0.05689621901
919	0.05679329137
920	0.05676021038
921	0.05668064217
922	0.0566576123
923	0.05663681694
924	0.05662806984
925	0.05655342685
926	0.05644235678
927	0.0563998397
928	0.05634308393
929	0.05621469833
930	0.05620331893
931	0.05618691008
932	0.05601408868
933	0.05600486663
934	0.05597448788
935	0.05592895012
936	0.0559102663
937	0.05578582439
938	0.05569494629
939	0.05565520546
940	0.05557719165
941	0.05551298396
942	0.05549891507
943	0.05545064793
944	0.05543317804
945	0.05534398015
946	0.05520359944
947	0.05514087549
948	0.05494870589
949	0.05489335353
950	0.054868144
951	0.05479970961
952	0.05478855262
953	0.05471675563
954	0.05470230926
955	0.05462456202
956	0.05454412997
957	0.05450527797
958	0.05439430016
959	0.05438757016
960	0.0542883245
961	0.05423877282
962	0.0541577672
963	0.05412679601
964	0.05404132478
965	0.05392876719
966	0.05389023959
967	0.0538389162
968	0.05378313397
969	0.05362848438
970	0.05359547918
971	0.0535877361
972	0.05357985729
973	0.05352976287
974	0.05352096346
975	0.05349440022
976	0.05344768633
977	0.05327982399
978	0.05321282168
979	0.05321135103
980	0.05316769074
981	0.0531166528
982	0.05301641983
983	0.05294633073
984	0.05281798375
985	0.05280072995
986	0.0527591652
987	0.05272581032
988	0.05271797499
989	0.05261011261
990	0.05253535483
991	0.05243746528
992	0.05241141689
993	0.05232327625
994	0.05230037171
995	0.05227345156
996	0.05225530742
997	0.05217296363
998	0.0521348473
999	0.05198786048
